País de nacimiento;Sexo;Edad;Periodo;Total
Otros países con nivel de desarrollo muy alto;Total;10 años;2024;7.645
Otros países con nivel de desarrollo muy alto;Total;10 años;2023;6.495
Otros países con nivel de desarrollo muy alto;Total;10 años;2022;5.234
Otros países con nivel de desarrollo muy alto;Total;10 años;2021;4.706
Otros países con nivel de desarrollo muy alto;Total;11 años;2024;7.277
Otros países con nivel de desarrollo muy alto;Total;11 años;2023;6.233
Otros países con nivel de desarrollo muy alto;Total;11 años;2022;5.173
Otros países con nivel de desarrollo muy alto;Total;11 años;2021;4.920
Otros países con nivel de desarrollo muy alto;Total;12 años;2024;6.943
Otros países con nivel de desarrollo muy alto;Total;12 años;2023;6.163
Otros países con nivel de desarrollo muy alto;Total;12 años;2022;5.444
Otros países con nivel de desarrollo muy alto;Total;12 años;2021;4.848
Otros países con nivel de desarrollo muy alto;Total;13 años;2024;6.953
Otros países con nivel de desarrollo muy alto;Total;13 años;2023;6.385
Otros países con nivel de desarrollo muy alto;Total;13 años;2022;5.355
Otros países con nivel de desarrollo muy alto;Total;13 años;2021;4.991
Otros países con nivel de desarrollo muy alto;Total;14 años;2024;6.928
Otros países con nivel de desarrollo muy alto;Total;14 años;2023;6.302
Otros países con nivel de desarrollo muy alto;Total;14 años;2022;5.465
Otros países con nivel de desarrollo muy alto;Total;14 años;2021;5.509
Otros países con nivel de desarrollo muy alto;Total;15 años;2024;6.881
Otros países con nivel de desarrollo muy alto;Total;15 años;2023;6.304
Otros países con nivel de desarrollo muy alto;Total;15 años;2022;5.927
Otros países con nivel de desarrollo muy alto;Total;15 años;2021;5.871
Otros países con nivel de desarrollo muy alto;Total;16 años;2024;6.899
Otros países con nivel de desarrollo muy alto;Total;16 años;2023;6.735
Otros países con nivel de desarrollo muy alto;Total;16 años;2022;6.352
Otros países con nivel de desarrollo muy alto;Total;16 años;2021;6.653
Otros países con nivel de desarrollo muy alto;Total;17 años;2024;7.109
Otros países con nivel de desarrollo muy alto;Total;17 años;2023;6.951
Otros países con nivel de desarrollo muy alto;Total;17 años;2022;6.990
Otros países con nivel de desarrollo muy alto;Total;17 años;2021;6.825
Otros países con nivel de desarrollo muy alto;Total;18 años;2024;7.984
Otros países con nivel de desarrollo muy alto;Total;18 años;2023;8.301
Otros países con nivel de desarrollo muy alto;Total;18 años;2022;7.570
Otros países con nivel de desarrollo muy alto;Total;18 años;2021;7.632
Otros países con nivel de desarrollo muy alto;Total;19 años;2024;9.690
Otros países con nivel de desarrollo muy alto;Total;19 años;2023;9.195
Otros países con nivel de desarrollo muy alto;Total;19 años;2022;8.682
Otros países con nivel de desarrollo muy alto;Total;19 años;2021;9.035
Otros países con nivel de desarrollo muy alto;Total;20 años;2024;10.516
Otros países con nivel de desarrollo muy alto;Total;20 años;2023;10.417
Otros países con nivel de desarrollo muy alto;Total;20 años;2022;10.119
Otros países con nivel de desarrollo muy alto;Total;20 años;2021;10.271
Otros países con nivel de desarrollo muy alto;Total;21 años;2024;11.709
Otros países con nivel de desarrollo muy alto;Total;21 años;2023;11.800
Otros países con nivel de desarrollo muy alto;Total;21 años;2022;11.216
Otros países con nivel de desarrollo muy alto;Total;21 años;2021;10.546
Otros países con nivel de desarrollo muy alto;Total;22 años;2024;13.362
Otros países con nivel de desarrollo muy alto;Total;22 años;2023;13.494
Otros países con nivel de desarrollo muy alto;Total;22 años;2022;11.816
Otros países con nivel de desarrollo muy alto;Total;22 años;2021;10.965
Otros países con nivel de desarrollo muy alto;Total;23 años;2024;15.064
Otros países con nivel de desarrollo muy alto;Total;23 años;2023;14.055
Otros países con nivel de desarrollo muy alto;Total;23 años;2022;12.297
Otros países con nivel de desarrollo muy alto;Total;23 años;2021;11.346
Otros países con nivel de desarrollo muy alto;Total;24 años;2024;15.592
Otros países con nivel de desarrollo muy alto;Total;24 años;2023;14.624
Otros países con nivel de desarrollo muy alto;Total;24 años;2022;12.384
Otros países con nivel de desarrollo muy alto;Total;24 años;2021;11.988
Otros países con nivel de desarrollo muy alto;Total;25 años;2024;16.182
Otros países con nivel de desarrollo muy alto;Total;25 años;2023;14.839
Otros países con nivel de desarrollo muy alto;Total;25 años;2022;13.042
Otros países con nivel de desarrollo muy alto;Total;25 años;2021;12.541
Otros países con nivel de desarrollo muy alto;Total;26 años;2024;16.649
Otros países con nivel de desarrollo muy alto;Total;26 años;2023;15.572
Otros países con nivel de desarrollo muy alto;Total;26 años;2022;13.687
Otros países con nivel de desarrollo muy alto;Total;26 años;2021;13.086
Otros países con nivel de desarrollo muy alto;Total;27 años;2024;17.656
Otros países con nivel de desarrollo muy alto;Total;27 años;2023;16.410
Otros países con nivel de desarrollo muy alto;Total;27 años;2022;14.345
Otros países con nivel de desarrollo muy alto;Total;27 años;2021;13.492
Otros países con nivel de desarrollo muy alto;Total;28 años;2024;18.405
Otros países con nivel de desarrollo muy alto;Total;28 años;2023;16.917
Otros países con nivel de desarrollo muy alto;Total;28 años;2022;14.679
Otros países con nivel de desarrollo muy alto;Total;28 años;2021;14.041
Otros países con nivel de desarrollo muy alto;Total;29 años;2024;19.111
Otros países con nivel de desarrollo muy alto;Total;29 años;2023;17.205
Otros países con nivel de desarrollo muy alto;Total;29 años;2022;15.349
Otros países con nivel de desarrollo muy alto;Total;29 años;2021;14.697
Otros países con nivel de desarrollo muy alto;Total;30 años;2024;19.086
Otros países con nivel de desarrollo muy alto;Total;30 años;2023;17.892
Otros países con nivel de desarrollo muy alto;Total;30 años;2022;15.943
Otros países con nivel de desarrollo muy alto;Total;30 años;2021;15.243
Otros países con nivel de desarrollo muy alto;Total;31 años;2024;19.665
Otros países con nivel de desarrollo muy alto;Total;31 años;2023;18.627
Otros países con nivel de desarrollo muy alto;Total;31 años;2022;16.407
Otros países con nivel de desarrollo muy alto;Total;31 años;2021;15.196
Otros países con nivel de desarrollo muy alto;Total;32 años;2024;20.326
Otros países con nivel de desarrollo muy alto;Total;32 años;2023;18.965
Otros países con nivel de desarrollo muy alto;Total;32 años;2022;16.363
Otros países con nivel de desarrollo muy alto;Total;32 años;2021;16.006
Otros países con nivel de desarrollo muy alto;Total;33 años;2024;20.558
Otros países con nivel de desarrollo muy alto;Total;33 años;2023;18.798
Otros países con nivel de desarrollo muy alto;Total;33 años;2022;17.084
Otros países con nivel de desarrollo muy alto;Total;33 años;2021;15.698
Otros países con nivel de desarrollo muy alto;Total;34 años;2024;20.358
Otros países con nivel de desarrollo muy alto;Total;34 años;2023;19.504
Otros países con nivel de desarrollo muy alto;Total;34 años;2022;16.753
Otros países con nivel de desarrollo muy alto;Total;34 años;2021;15.790
Otros países con nivel de desarrollo muy alto;Total;35 años;2024;20.956
Otros países con nivel de desarrollo muy alto;Total;35 años;2023;18.888
Otros países con nivel de desarrollo muy alto;Total;35 años;2022;16.603
Otros países con nivel de desarrollo muy alto;Total;35 años;2021;15.867
Otros países con nivel de desarrollo muy alto;Total;36 años;2024;20.190
Otros países con nivel de desarrollo muy alto;Total;36 años;2023;18.730
Otros países con nivel de desarrollo muy alto;Total;36 años;2022;16.818
Otros países con nivel de desarrollo muy alto;Total;36 años;2021;16.181
Otros países con nivel de desarrollo muy alto;Total;37 años;2024;20.049
Otros países con nivel de desarrollo muy alto;Total;37 años;2023;18.741
Otros países con nivel de desarrollo muy alto;Total;37 años;2022;17.044
Otros países con nivel de desarrollo muy alto;Total;37 años;2021;16.646
Otros países con nivel de desarrollo muy alto;Total;38 años;2024;19.829
Otros países con nivel de desarrollo muy alto;Total;38 años;2023;18.776
Otros países con nivel de desarrollo muy alto;Total;38 años;2022;17.419
Otros países con nivel de desarrollo muy alto;Total;38 años;2021;17.334
Otros países con nivel de desarrollo muy alto;Total;39 años;2024;19.757
Otros países con nivel de desarrollo muy alto;Total;39 años;2023;19.189
Otros países con nivel de desarrollo muy alto;Total;39 años;2022;18.019
Otros países con nivel de desarrollo muy alto;Total;39 años;2021;17.924
Otros países con nivel de desarrollo muy alto;Total;40 años;2024;19.924
Otros países con nivel de desarrollo muy alto;Total;40 años;2023;19.588
Otros países con nivel de desarrollo muy alto;Total;40 años;2022;18.520
Otros países con nivel de desarrollo muy alto;Total;40 años;2021;18.298
Otros países con nivel de desarrollo muy alto;Total;41 años;2024;20.344
Otros países con nivel de desarrollo muy alto;Total;41 años;2023;19.991
Otros países con nivel de desarrollo muy alto;Total;41 años;2022;18.865
Otros países con nivel de desarrollo muy alto;Total;41 años;2021;18.745
Otros países con nivel de desarrollo muy alto;Total;42 años;2024;20.568
Otros países con nivel de desarrollo muy alto;Total;42 años;2023;20.253
Otros países con nivel de desarrollo muy alto;Total;42 años;2022;19.314
Otros países con nivel de desarrollo muy alto;Total;42 años;2021;18.759
Otros países con nivel de desarrollo muy alto;Total;43 años;2024;20.809
Otros países con nivel de desarrollo muy alto;Total;43 años;2023;20.540
Otros países con nivel de desarrollo muy alto;Total;43 años;2022;19.271
Otros países con nivel de desarrollo muy alto;Total;43 años;2021;18.963
Otros países con nivel de desarrollo muy alto;Total;44 años;2024;21.006
Otros países con nivel de desarrollo muy alto;Total;44 años;2023;20.474
Otros países con nivel de desarrollo muy alto;Total;44 años;2022;19.373
Otros países con nivel de desarrollo muy alto;Total;44 años;2021;19.133
Otros países con nivel de desarrollo muy alto;Total;45 años;2024;20.891
Otros países con nivel de desarrollo muy alto;Total;45 años;2023;20.505
Otros países con nivel de desarrollo muy alto;Total;45 años;2022;19.573
Otros países con nivel de desarrollo muy alto;Total;45 años;2021;19.156
Otros países con nivel de desarrollo muy alto;Total;46 años;2024;20.942
Otros países con nivel de desarrollo muy alto;Total;46 años;2023;20.569
Otros países con nivel de desarrollo muy alto;Total;46 años;2022;19.598
Otros países con nivel de desarrollo muy alto;Total;46 años;2021;18.371
Otros países con nivel de desarrollo muy alto;Total;47 años;2024;20.919
Otros países con nivel de desarrollo muy alto;Total;47 años;2023;20.541
Otros países con nivel de desarrollo muy alto;Total;47 años;2022;18.838
Otros países con nivel de desarrollo muy alto;Total;47 años;2021;17.901
Otros países con nivel de desarrollo muy alto;Total;48 años;2024;20.854
Otros países con nivel de desarrollo muy alto;Total;48 años;2023;19.628
Otros países con nivel de desarrollo muy alto;Total;48 años;2022;18.359
Otros países con nivel de desarrollo muy alto;Total;48 años;2021;17.588
Otros países con nivel de desarrollo muy alto;Total;49 años;2024;19.900
Otros países con nivel de desarrollo muy alto;Total;49 años;2023;19.084
Otros países con nivel de desarrollo muy alto;Total;49 años;2022;18.150
Otros países con nivel de desarrollo muy alto;Total;49 años;2021;17.704
Otros países con nivel de desarrollo muy alto;Total;50 años;2024;19.390
Otros países con nivel de desarrollo muy alto;Total;50 años;2023;18.945
Otros países con nivel de desarrollo muy alto;Total;50 años;2022;18.144
Otros países con nivel de desarrollo muy alto;Total;50 años;2021;16.727
Otros países con nivel de desarrollo muy alto;Total;51 años;2024;19.115
Otros países con nivel de desarrollo muy alto;Total;51 años;2023;18.861
